,DATE,wind_x,wind_y,ceiling,visibility,pressure,dew,precipitation_duration,precipitation_depth,pm25,mean_aod,min_aod,max_aod,grid_id,location,tz,wkt,Latitudes,Longitudes
72033353175,2020-12-16,-13.07129182,-2.109468873,22000,55384.88,10209.82609,-54.79166667,24,0,15.26515152,0.07925,0.041,0.149,E5P9N,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.4846671836398 33.98201108613195, -117.4846671836398 34.01924766510738, -117.5295829478457 34.01924766510738, -117.5295829478457 33.98201108613195, -117.4846671836398 33.98201108613195))",34.00062937,117.5071251
72033353175,2020-12-18,-111.5993279,61.81568261,14883.525,34134.39024,10182.86957,34.075,2.875,0,10.78181818,0.072230769,0.028,0.172,E5P9N,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.4846671836398 33.98201108613195, -117.4846671836398 34.01924766510738, -117.5295829478457 34.01924766510738, -117.5295829478457 33.98201108613195, -117.4846671836398 33.98201108613195))",34.00062937,117.5071251
72033353175,2020-12-19,-8.15300031,14.83570594,22000,55449.24,10241.73913,-33.91666667,24,0,17.22537313,0.0834,0.035,0.191,E5P9N,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.4846671836398 33.98201108613195, -117.4846671836398 34.01924766510738, -117.5295829478457 34.01924766510738, -117.5295829478457 33.98201108613195, -117.4846671836398 33.98201108613195))",34.00062937,117.5071251
72033353175,2020-12-20,-43.7193187,59.72720976,22000,55449.24,10220.125,-43.25,24,0,21.23731343,0.0869,0.022,0.207,E5P9N,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.4846671836398 33.98201108613195, -117.4846671836398 34.01924766510738, -117.5295829478457 34.01924766510738, -117.5295829478457 33.98201108613195, -117.4846671836398 33.98201108613195))",34.00062937,117.5071251
72033353175,2020-12-21,27.22986132,94.88039077,22000,55449.24,10164.56522,-37.66666667,24,0,17.28870968,0.0592,0.035,0.108,E5P9N,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.4846671836398 33.98201108613195, -117.4846671836398 34.01924766510738, -117.5295829478457 34.01924766510738, -117.5295829478457 33.98201108613195, -117.4846671836398 33.98201108613195))",34.00062937,117.5071251
72033353175,2020-12-22,5.829707764,198.7399059,22000,53626.07692,10164.5,-11.12,24,0,24.248,0.112675,0.073,0.166,E5P9N,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.4846671836398 33.98201108613195, -117.4846671836398 34.01924766510738, -117.5295829478457 34.01924766510738, -117.5295829478457 33.98201108613195, -117.4846671836398 33.98201108613195))",34.00062937,117.5071251
72033353175,2020-12-25,7.450801326,62.91479108,22000,55449.24,10207.29167,-4.833333333,13,0,26.41403509,0.09315,0.034,0.225,E5P9N,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.4846671836398 33.98201108613195, -117.4846671836398 34.01924766510738, -117.5295829478457 34.01924766510738, -117.5295829478457 33.98201108613195, -117.4846671836398 33.98201108613195))",34.00062937,117.5071251
72033353175,2020-12-26,9.622026225,71.13984931,22000,55449.24,10202.2381,31.75,24,0,27.68636364,0.108425,0.045,0.469,E5P9N,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.4846671836398 33.98201108613195, -117.4846671836398 34.01924766510738, -117.5295829478457 34.01924766510738, -117.5295829478457 33.98201108613195, -117.4846671836398 33.98201108613195))",34.00062937,117.5071251
72033353175,2020-12-28,8.127941957,80.87254512,5060.944444,40423.48649,10123.58333,73.11111111,1.92,5.08,7.373684211,0.1693,0.151,0.194,E5P9N,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.4846671836398 33.98201108613195, -117.4846671836398 34.01924766510738, -117.5295829478457 34.01924766510738, -117.5295829478457 33.98201108613195, -117.4846671836398 33.98201108613195))",34.00062937,117.5071251
72033353175,2020-12-29,-13.7221279,32.72361249,11781.08571,41993.36111,10167.18182,51.45714286,3.833333333,21.23529412,7.16969697,0.222294118,0.123,0.343,E5P9N,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.4846671836398 33.98201108613195, -117.4846671836398 34.01924766510738, -117.5295829478457 34.01924766510738, -117.5295829478457 33.98201108613195, -117.4846671836398 33.98201108613195))",34.00062937,117.5071251
72033353175,2020-12-30,-55.56590726,93.07004237,22000,55449.24,10224.08696,-28.79166667,24,0,19.92162162,0.1314,0.106,0.184,E5P9N,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.4846671836398 33.98201108613195, -117.4846671836398 34.01924766510738, -117.5295829478457 34.01924766510738, -117.5295829478457 33.98201108613195, -117.4846671836398 33.98201108613195))",34.00062937,117.5071251
72033353175,2020-12-31,45.83148703,36.88043838,22000,55449.24,10172.71429,-6.916666667,24,0,11.66122449,0.181263158,0.095,0.263,E5P9N,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-117.4846671836398 33.98201108613195, -117.4846671836398 34.01924766510738, -117.5295829478457 34.01924766510738, -117.5295829478457 33.98201108613195, -117.4846671836398 33.98201108613195))",34.00062937,117.5071251
72068799999,2019-11-22,-16.26578818,62.46008216,17906.9403,16093,,63.53731343,,,6.495238095,0.1912,0.104,0.34,WT52R,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-116.8558464847561 33.9074889790035, -116.8558464847561 33.94475818789627, -116.9007622489621 33.94475818789627, -116.9007622489621 33.9074889790035, -116.8558464847561 33.9074889790035))",33.92612358,116.8783044
72068799999,2019-11-23,-13.07528983,69.40314203,22000,16016.36508,,35.34920635,,,6.879166667,0.085681818,0.065,0.156,WT52R,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-116.8558464847561 33.9074889790035, -116.8558464847561 33.94475818789627, -116.9007622489621 33.94475818789627, -116.9007622489621 33.9074889790035, -116.8558464847561 33.9074889790035))",33.92612358,116.8783044
72068799999,2019-11-24,12.47302703,31.57268109,22000,16093,,-2.722222222,,,5.266666667,0.075777778,0.046,0.153,WT52R,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-116.8558464847561 33.9074889790035, -116.8558464847561 33.94475818789627, -116.9007622489621 33.94475818789627, -116.9007622489621 33.9074889790035, -116.8558464847561 33.9074889790035))",33.92612358,116.8783044
72068799999,2019-11-25,-23.09934762,41.88036488,22000,16093,,7.513888889,,,9.779166667,0.110896552,0.075,0.143,WT52R,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-116.8558464847561 33.9074889790035, -116.8558464847561 33.94475818789627, -116.9007622489621 33.94475818789627, -116.9007622489621 33.9074889790035, -116.8558464847561 33.9074889790035))",33.92612358,116.8783044
72068799999,2019-11-26,0.7480473,45.12160832,22000,15889,,10.61971831,,,7.420833333,0.103473684,0.063,0.239,WT52R,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-116.8558464847561 33.9074889790035, -116.8558464847561 33.94475818789627, -116.9007622489621 33.94475818789627, -116.9007622489621 33.9074889790035, -116.8558464847561 33.9074889790035))",33.92612358,116.8783044
72068799999,2019-11-30,-24.2151563,69.83470457,14929.65278,15662.73611,,25.79166667,24,3,5.673913043,0.226,0.221,0.231,WT52R,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-116.8558464847561 33.9074889790035, -116.8558464847561 33.94475818789627, -116.9007622489621 33.94475818789627, -116.9007622489621 33.9074889790035, -116.8558464847561 33.9074889790035))",33.92612358,116.8783044
72068799999,2019-12-05,-35.40069116,82.79661462,12237.28169,13282.40845,,97.27419355,5.125,41.5,5.517391304,0.172318182,0.146,0.192,WT52R,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-116.8558464847561 33.9074889790035, -116.8558464847561 33.94475818789627, -116.9007622489621 33.94475818789627, -116.9007622489621 33.9074889790035, -116.8558464847561 33.9074889790035))",33.92612358,116.8783044
72068799999,2019-12-09,-52.56978625,102.9616508,9310.9375,11730.35938,,100.7021277,3.153846154,21.46153846,9.05,0.085789474,0.077,0.139,WT52R,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-116.8558464847561 33.9074889790035, -116.8558464847561 33.94475818789627, -116.9007622489621 33.94475818789627, -116.9007622489621 33.9074889790035, -116.8558464847561 33.9074889790035))",33.92612358,116.8783044
72068799999,2019-12-11,-83.43027982,123.857249,22000,16093,,38.47222222,,,7.72173913,0.1351,0.097,0.179,WT52R,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-116.8558464847561 33.9074889790035, -116.8558464847561 33.94475818789627, -116.9007622489621 33.94475818789627, -116.9007622489621 33.9074889790035, -116.8558464847561 33.9074889790035))",33.92612358,116.8783044
72068799999,2019-12-13,-50.13724611,88.22039319,22000,16093,,73.8028169,,,12.84583333,0.107866667,0.076,0.153,WT52R,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-116.8558464847561 33.9074889790035, -116.8558464847561 33.94475818789627, -116.9007622489621 33.94475818789627, -116.9007622489621 33.9074889790035, -116.8558464847561 33.9074889790035))",33.92612358,116.8783044
72068799999,2019-12-15,-44.37815393,54.09070066,8555.308824,15525,,73.22058824,,,7.941666667,0.111862069,0.074,0.13,WT52R,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-116.8558464847561 33.9074889790035, -116.8558464847561 33.94475818789627, -116.9007622489621 33.94475818789627, -116.9007622489621 33.9074889790035, -116.8558464847561 33.9074889790035))",33.92612358,116.8783044
72068799999,2019-12-16,-33.55502864,64.79188148,22000,57089.08333,,-15.05555556,,,5.147826087,0.083259259,0.06,0.146,WT52R,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-116.8558464847561 33.9074889790035, -116.8558464847561 33.94475818789627, -116.9007622489621 33.94475818789627, -116.9007622489621 33.9074889790035, -116.8558464847561 33.9074889790035))",33.92612358,116.8783044
72068799999,2019-12-17,-22.40376022,41.13988254,22000,29758.36111,,-68.74647887,,,5.770833333,0.106722222,0.081,0.153,WT52R,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-116.8558464847561 33.9074889790035, -116.8558464847561 33.94475818789627, -116.9007622489621 33.94475818789627, -116.9007622489621 33.9074889790035, -116.8558464847561 33.9074889790035))",33.92612358,116.8783044
72068799999,2019-12-18,-58.53903285,68.95356292,22000,16093,,-76.22222222,,,6.118181818,0.08175,0.076,0.085,WT52R,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-116.8558464847561 33.9074889790035, -116.8558464847561 33.94475818789627, -116.9007622489621 33.94475818789627, -116.9007622489621 33.9074889790035, -116.8558464847561 33.9074889790035))",33.92612358,116.8783044
72068799999,2019-12-19,-63.79641316,104.3786846,22000,16093,,-35.79166667,,,7.463636364,0.090269231,0.051,0.202,WT52R,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-116.8558464847561 33.9074889790035, -116.8558464847561 33.94475818789627, -116.9007622489621 33.94475818789627, -116.9007622489621 33.9074889790035, -116.8558464847561 33.9074889790035))",33.92612358,116.8783044
72068799999,2019-12-20,-57.99724393,62.93456523,22000,16093,,-21.375,,,4.219047619,0.105,0.065,0.129,WT52R,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-116.8558464847561 33.9074889790035, -116.8558464847561 33.94475818789627, -116.9007622489621 33.94475818789627, -116.9007622489621 33.9074889790035, -116.8558464847561 33.9074889790035))",33.92612358,116.8783044
72068799999,2019-12-24,-13.28496823,53.89280001,2582.625,11538.93056,,74.68965517,3.153846154,5.692307692,5.558333333,0.225,0.221,0.23,WT52R,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-116.8558464847561 33.9074889790035, -116.8558464847561 33.94475818789627, -116.9007622489621 33.94475818789627, -116.9007622489621 33.9074889790035, -116.8558464847561 33.9074889790035))",33.92612358,116.8783044
72068799999,2019-12-27,-109.4609855,121.4201888,21692.28169,14529.05634,,17.66666667,24,145,4.438095238,0.168529412,0.136,0.243,WT52R,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-116.8558464847561 33.9074889790035, -116.8558464847561 33.94475818789627, -116.9007622489621 33.94475818789627, -116.9007622489621 33.9074889790035, -116.8558464847561 33.9074889790035))",33.92612358,116.8783044
72068799999,2019-12-28,-51.58596284,97.4814312,22000,15957,,11.3943662,,,6.983333333,0.145638889,0.098,0.221,WT52R,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-116.8558464847561 33.9074889790035, -116.8558464847561 33.94475818789627, -116.9007622489621 33.94475818789627, -116.9007622489621 33.9074889790035, -116.8558464847561 33.9074889790035))",33.92612358,116.8783044
72068799999,2019-12-31,4.711818038,86.2795655,,16093,,22.86111111,,,3.079166667,0.112677419,0.081,0.149,WT52R,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-116.8558464847561 33.9074889790035, -116.8558464847561 33.94475818789627, -116.9007622489621 33.94475818789627, -116.9007622489621 33.9074889790035, -116.8558464847561 33.9074889790035))",33.92612358,116.8783044
72068799999,2020-01-01,10.40040784,49.00939773,,29758.36111,,7.305555556,,,6.754545455,0.108625,0.085,0.143,WT52R,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-116.8558464847561 33.9074889790035, -116.8558464847561 33.94475818789627, -116.9007622489621 33.94475818789627, -116.9007622489621 33.9074889790035, -116.8558464847561 33.9074889790035))",33.92612358,116.8783044
72068799999,2020-01-02,-65.12579226,82.17036601,12139.69388,10284.80282,,50.88636364,,,9.56,0.053644444,0.025,0.116,WT52R,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-116.8558464847561 33.9074889790035, -116.8558464847561 33.94475818789627, -116.9007622489621 33.94475818789627, -116.9007622489621 33.9074889790035, -116.8558464847561 33.9074889790035))",33.92612358,116.8783044
72068799999,2020-01-04,-42.97745568,87.78171941,22000,16093,,28.09859155,,,8.366666667,0.091666667,0.084,0.097,WT52R,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-116.8558464847561 33.9074889790035, -116.8558464847561 33.94475818789627, -116.9007622489621 33.94475818789627, -116.9007622489621 33.9074889790035, -116.8558464847561 33.9074889790035))",33.92612358,116.8783044
72068799999,2020-01-05,-56.08949252,74.48201849,22000,29758.36111,,16.20833333,,,5.5,0.121625,0.087,0.176,WT52R,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-116.8558464847561 33.9074889790035, -116.8558464847561 33.94475818789627, -116.9007622489621 33.94475818789627, -116.9007622489621 33.9074889790035, -116.8558464847561 33.9074889790035))",33.92612358,116.8783044
72068799999,2020-01-06,-40.39446799,89.3279009,22000,29691.30556,,-1.638888889,,,2.625,0.097277778,0.072,0.138,WT52R,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-116.8558464847561 33.9074889790035, -116.8558464847561 33.94475818789627, -116.9007622489621 33.94475818789627, -116.9007622489621 33.9074889790035, -116.8558464847561 33.9074889790035))",33.92612358,116.8783044
72068799999,2020-01-07,-34.29127572,79.51568269,22000,15981.25,,-28.72222222,,,3.580952381,0.2,0.2,0.2,WT52R,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-116.8558464847561 33.9074889790035, -116.8558464847561 33.94475818789627, -116.9007622489621 33.94475818789627, -116.9007622489621 33.9074889790035, -116.8558464847561 33.9074889790035))",33.92612358,116.8783044
72068799999,2020-01-08,-42.16867177,78.82097946,22000,16093,,9.236111111,,,6.265217391,0.101533333,0.079,0.13,WT52R,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-116.8558464847561 33.9074889790035, -116.8558464847561 33.94475818789627, -116.9007622489621 33.94475818789627, -116.9007622489621 33.9074889790035, -116.8558464847561 33.9074889790035))",33.92612358,116.8783044
72068799999,2020-01-10,-54.26222844,106.7461811,18479.40278,27735.55556,,25.83076923,24,20,7.475,0.074346154,0.048,0.15,WT52R,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-116.8558464847561 33.9074889790035, -116.8558464847561 33.94475818789627, -116.9007622489621 33.94475818789627, -116.9007622489621 33.9074889790035, -116.8558464847561 33.9074889790035))",33.92612358,116.8783044
72068799999,2020-01-11,-20.52325437,47.83879313,22000,16093,,13.33333333,,,7.345833333,0.08932,0.067,0.126,WT52R,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-116.8558464847561 33.9074889790035, -116.8558464847561 33.94475818789627, -116.9007622489621 33.94475818789627, -116.9007622489621 33.9074889790035, -116.8558464847561 33.9074889790035))",33.92612358,116.8783044
72068799999,2020-01-12,-53.65467075,109.031318,14514.33333,27243.88889,,48.84285714,,,12.03333333,0.09236,0.058,0.126,WT52R,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-116.8558464847561 33.9074889790035, -116.8558464847561 33.94475818789627, -116.9007622489621 33.94475818789627, -116.9007622489621 33.9074889790035, -116.8558464847561 33.9074889790035))",33.92612358,116.8783044
72068799999,2020-01-13,-70.01388745,86.36875827,11177.1746,16016.36508,,57.57142857,,,12.15,0.1155,0.094,0.145,WT52R,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-116.8558464847561 33.9074889790035, -116.8558464847561 33.94475818789627, -116.9007622489621 33.94475818789627, -116.9007622489621 33.9074889790035, -116.8558464847561 33.9074889790035))",33.92612358,116.8783044
72068799999,2020-01-14,-53.92998805,113.6230279,20485.31944,13148.19444,,40.18055556,,,18.5375,0.159714286,0.144,0.17,WT52R,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-116.8558464847561 33.9074889790035, -116.8558464847561 33.94475818789627, -116.9007622489621 33.94475818789627, -116.9007622489621 33.9074889790035, -116.8558464847561 33.9074889790035))",33.92612358,116.8783044
72068799999,2020-01-15,-16.02511515,90.30181189,21052.73913,13617.61111,,26.33333333,,,13.84166667,0.140333333,0.124,0.154,WT52R,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-116.8558464847561 33.9074889790035, -116.8558464847561 33.94475818789627, -116.9007622489621 33.94475818789627, -116.9007622489621 33.9074889790035, -116.8558464847561 33.9074889790035))",33.92612358,116.8783044
72068799999,2020-01-16,-13.06612005,72.69384438,20582.13333,16093,,24.38888889,,,9.654166667,0.099866667,0.065,0.139,WT52R,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-116.8558464847561 33.9074889790035, -116.8558464847561 33.94475818789627, -116.9007622489621 33.94475818789627, -116.9007622489621 33.9074889790035, -116.8558464847561 33.9074889790035))",33.92612358,116.8783044
72068799999,2020-01-18,-64.6586162,107.9212955,22000,29758.36111,,14.48611111,,,2.966666667,0.062458333,0.037,0.1,WT52R,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-116.8558464847561 33.9074889790035, -116.8558464847561 33.94475818789627, -116.9007622489621 33.94475818789627, -116.9007622489621 33.9074889790035, -116.8558464847561 33.9074889790035))",33.92612358,116.8783044
72068799999,2020-01-19,-30.6248944,114.0117161,22000,43423.72222,,-6.277777778,,,2.786363636,0.16475,0.131,0.179,WT52R,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-116.8558464847561 33.9074889790035, -116.8558464847561 33.94475818789627, -116.9007622489621 33.94475818789627, -116.9007622489621 33.9074889790035, -116.8558464847561 33.9074889790035))",33.92612358,116.8783044
72068799999,2020-01-22,-79.9656305,158.3158517,7014.380282,11259.46479,,88.71014493,24,3,9.845,0.195409091,0.158,0.226,WT52R,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-116.8558464847561 33.9074889790035, -116.8558464847561 33.94475818789627, -116.9007622489621 33.94475818789627, -116.9007622489621 33.9074889790035, -116.8558464847561 33.9074889790035))",33.92612358,116.8783044
72068799999,2020-01-23,-98.70095397,79.20664413,22000,12997.41667,,54.84722222,,,4.85,0.101333333,0.058,0.148,WT52R,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-116.8558464847561 33.9074889790035, -116.8558464847561 33.94475818789627, -116.9007622489621 33.94475818789627, -116.9007622489621 33.9074889790035, -116.8558464847561 33.9074889790035))",33.92612358,116.8783044
72068799999,2020-01-24,-29.57923681,80.46222786,22000,16093,,41.01408451,,,4.852173913,0.095258065,0.069,0.124,WT52R,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-116.8558464847561 33.9074889790035, -116.8558464847561 33.94475818789627, -116.9007622489621 33.94475818789627, -116.9007622489621 33.9074889790035, -116.8558464847561 33.9074889790035))",33.92612358,116.8783044
72068799999,2020-01-25,-32.16565791,42.04121434,22000,16025.94444,,47.44444444,,,7.033333333,0.077387097,0.052,0.119,WT52R,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-116.8558464847561 33.9074889790035, -116.8558464847561 33.94475818789627, -116.9007622489621 33.94475818789627, -116.9007622489621 33.9074889790035, -116.8558464847561 33.9074889790035))",33.92612358,116.8783044
72068799999,2020-01-27,-47.37371193,82.4617601,14381.8169,24352.38028,,75.09859155,,,15.17826087,0.160944444,0.076,0.257,WT52R,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-116.8558464847561 33.9074889790035, -116.8558464847561 33.94475818789627, -116.9007622489621 33.94475818789627, -116.9007622489621 33.9074889790035, -116.8558464847561 33.9074889790035))",33.92612358,116.8783044
72068799999,2020-01-28,-65.13886276,81.20440306,22000,43808.66197,,30.52112676,,,5.880952381,0.109181818,0.07,0.154,WT52R,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-116.8558464847561 33.9074889790035, -116.8558464847561 33.94475818789627, -116.9007622489621 33.94475818789627, -116.9007622489621 33.9074889790035, -116.8558464847561 33.9074889790035))",33.92612358,116.8783044
72068799999,2020-01-29,-11.8002485,54.94922265,22000,16093,,11.16901408,,,3.920833333,0.085133333,0.063,0.125,WT52R,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-116.8558464847561 33.9074889790035, -116.8558464847561 33.94475818789627, -116.9007622489621 33.94475818789627, -116.9007622489621 33.9074889790035, -116.8558464847561 33.9074889790035))",33.92612358,116.8783044
72068799999,2020-01-30,-29.04854673,94.76075431,22000,16093,,-44.65277778,,,4.15,0.1745,0.167,0.182,WT52R,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-116.8558464847561 33.9074889790035, -116.8558464847561 33.94475818789627, -116.9007622489621 33.94475818789627, -116.9007622489621 33.9074889790035, -116.8558464847561 33.9074889790035))",33.92612358,116.8783044
72068799999,2020-01-31,10.66986059,75.96328386,22000,43423.72222,,-16.11111111,,,2.561904762,0.125703704,0.075,0.238,WT52R,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-116.8558464847561 33.9074889790035, -116.8558464847561 33.94475818789627, -116.9007622489621 33.94475818789627, -116.9007622489621 33.9074889790035, -116.8558464847561 33.9074889790035))",33.92612358,116.8783044
72068799999,2020-02-01,-92.88118329,85.78694574,22000,16093,,-13.92957746,,,4.041666667,0.082882353,0.032,0.126,WT52R,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-116.8558464847561 33.9074889790035, -116.8558464847561 33.94475818789627, -116.9007622489621 33.94475818789627, -116.9007622489621 33.9074889790035, -116.8558464847561 33.9074889790035))",33.92612358,116.8783044
72068799999,2020-02-02,-36.75825027,34.93082944,22000,29964.88571,,10.54285714,,,3.895,0.08440625,0.045,0.111,WT52R,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-116.8558464847561 33.9074889790035, -116.8558464847561 33.94475818789627, -116.9007622489621 33.94475818789627, -116.9007622489621 33.9074889790035, -116.8558464847561 33.9074889790035))",33.92612358,116.8783044
72068799999,2020-02-03,-25.02776377,39.47179223,12029.40278,15847.13889,,0.819444444,1,2,5.340909091,0.202,0.102,0.279,WT52R,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-116.8558464847561 33.9074889790035, -116.8558464847561 33.94475818789627, -116.9007622489621 33.94475818789627, -116.9007622489621 33.9074889790035, -116.8558464847561 33.9074889790035))",33.92612358,116.8783044
72068799999,2020-02-04,-42.36530766,83.82015008,21716.49275,16093,,-104.2028986,,,4.040909091,0.070611111,0.029,0.19,WT52R,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-116.8558464847561 33.9074889790035, -116.8558464847561 33.94475818789627, -116.9007622489621 33.94475818789627, -116.9007622489621 33.9074889790035, -116.8558464847561 33.9074889790035))",33.92612358,116.8783044
72068799999,2020-02-05,-77.25164018,97.27419003,22000,29758.36111,,-127.7083333,,,7.022727273,0.113791667,0.031,0.23,WT52R,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-116.8558464847561 33.9074889790035, -116.8558464847561 33.94475818789627, -116.9007622489621 33.94475818789627, -116.9007622489621 33.9074889790035, -116.8558464847561 33.9074889790035))",33.92612358,116.8783044
72068799999,2020-02-06,-30.52630815,79.92262958,22000,16093,,-37.36111111,,,13.39583333,0.081027778,0.048,0.155,WT52R,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-116.8558464847561 33.9074889790035, -116.8558464847561 33.94475818789627, -116.9007622489621 33.94475818789627, -116.9007622489621 33.9074889790035, -116.8558464847561 33.9074889790035))",33.92612358,116.8783044
72068799999,2020-02-07,-0.569727626,41.08410289,22000,16093,,1.478873239,,,21.64583333,0.07525,0.031,0.156,WT52R,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-116.8558464847561 33.9074889790035, -116.8558464847561 33.94475818789627, -116.9007622489621 33.94475818789627, -116.9007622489621 33.9074889790035, -116.8558464847561 33.9074889790035))",33.92612358,116.8783044
72068799999,2020-02-08,8.691174423,40.13831626,22000,13075.63889,,25.02777778,,,15.25,0.106416667,0.056,0.193,WT52R,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-116.8558464847561 33.9074889790035, -116.8558464847561 33.94475818789627, -116.9007622489621 33.94475818789627, -116.9007622489621 33.9074889790035, -116.8558464847561 33.9074889790035))",33.92612358,116.8783044
72068799999,2020-02-10,-51.06897364,62.79024339,7120.597222,14148.45833,,51.375,4.888888889,10.11111111,4.704166667,0.3975,0.372,0.429,WT52R,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-116.8558464847561 33.9074889790035, -116.8558464847561 33.94475818789627, -116.9007622489621 33.94475818789627, -116.9007622489621 33.9074889790035, -116.8558464847561 33.9074889790035))",33.92612358,116.8783044
72068799999,2020-02-11,-46.70109615,112.8034425,20955.58333,29758.36111,,-23.45833333,24,3,7.838095238,0.074428571,0.056,0.096,WT52R,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-116.8558464847561 33.9074889790035, -116.8558464847561 33.94475818789627, -116.9007622489621 33.94475818789627, -116.9007622489621 33.9074889790035, -116.8558464847561 33.9074889790035))",33.92612358,116.8783044
72068799999,2020-02-12,-50.75283947,50.21994567,22000,16093,,-24.1971831,,,7.434782609,0.047548387,0.021,0.097,WT52R,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-116.8558464847561 33.9074889790035, -116.8558464847561 33.94475818789627, -116.9007622489621 33.94475818789627, -116.9007622489621 33.9074889790035, -116.8558464847561 33.9074889790035))",33.92612358,116.8783044
72068799999,2020-02-13,-18.87797871,32.37163311,22000,30148.8,,-0.6,,,9.904166667,0.084321429,0.049,0.128,WT52R,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-116.8558464847561 33.9074889790035, -116.8558464847561 33.94475818789627, -116.9007622489621 33.94475818789627, -116.9007622489621 33.9074889790035, -116.8558464847561 33.9074889790035))",33.92612358,116.8783044
72068799999,2020-02-14,-4.541957976,38.64287468,22000,16093,,5.597222222,,,8.6,0.061875,0.029,0.124,WT52R,Los Angeles (SoCAB),Etc/GMT+8,"POLYGON ((-116.8558464847561 33.9074889790035, -116.8558464847561 33.94475818789627, -116.9007622489621 33.94475818789627, -116.9007622489621 33.9074889790035, -116.8558464847561 33.9074889790035))",33.92612358,116.8783044
